group,prop_budget,method,ess_multiplier,ess_multiplier_serr,ess_multiplier_vs_classical,ess_multiplier_vs_classical_serr,coverage,coverage_serr,mean_width,mean_width_serr
all,0.11,classical,0.30619496650061945,0.0006537297267189485,1.0,0.0,0.959,0.006273624021118764,0.04590743333101267,2.9599541769503035e-05
all,0.11,cross-ppi,0.7714757446075567,0.0016656843454881923,2.523969764556293,0.004813139850085033,0.969,0.0054835270646791815,0.028922856916492008,1.9537380356118793e-05
all,0.11,wor-active,1.2757407169260009,0.00427091153191049,4.173944513789608,0.013336981707472339,0.935,0.007799733061832042,0.02254546065628524,3.236952915754047e-05
all,0.11,wor-uniform,1.0,0.0,3.2807626458317056,0.00700282292955191,0.939,0.007572076091557476,0.02537725317478175,2.0820068339372834e-05
all,0.12,bernoulli-active,0.9211294932054026,0.002376316217048387,3.0335670608811016,0.0075814683562207726,0.977,0.004742730594656784,0.025213879376649807,2.6425151733008565e-05
all,0.12,bernoulli-uniform,0.7697875639514656,0.0015684349248255682,2.5346652008469457,0.004586375990309345,0.977,0.004742730594656784,0.027554925039410542,1.8436114979937515e-05
all,0.12,classical,0.30418198687831216,0.000609703778554862,1.0,0.0,0.95,0.006895472974897919,0.043832547754049246,2.8304189449506293e-05
all,0.12,cross-ppi,0.753557469507215,0.0014670388294405288,2.481829138053979,0.004573920464937459,0.973,0.005128089049275304,0.02784677801716102,1.7609977488064677e-05
all,0.12,wor-active,1.2711074579077823,0.004035208415468101,4.185455875276539,0.012706898310479569,0.946,0.007150883521295473,0.021489360585808703,2.9228320660292385e-05
all,0.12,wor-uniform,1.0,0.0,3.3007138150634585,0.006622970243991455,0.948,0.00702462421381709,0.024152648091316172,1.8475475598205033e-05
all,0.13,bernoulli-active,0.896773696755582,0.002187614744146328,2.9700154652644666,0.007042210721666715,0.981,0.0043194510829106135,0.024439034953713367,2.4241536241222552e-05
all,0.13,bernoulli-uniform,0.7553683258720976,0.001432964748067127,2.5015781400257207,0.004430856235395104,0.988,0.0034449771940998205,0.02660491915047164,1.6779835593616438e-05
all,0.13,classical,0.30243793091864135,0.000577072139656343,1.0,0.0,0.954,0.006627814717380679,0.04204614214599128,2.622594795882348e-05
all,0.13,cross-ppi,0.7348717315645311,0.0013693089510252304,2.4336752545035085,0.004228656911616916,0.965,0.005814534272734904,0.02697228994609963,1.640661522640699e-05
all,0.13,wor-active,1.2858339864598833,0.0036706698759668985,4.258175370437767,0.011741614098243423,0.955,0.006558812241406064,0.02042553301155562,2.499559972182699e-05
all,0.13,wor-uniform,1.0,0.0,3.3183807266151866,0.006278668371117814,0.94,0.007513751157474972,0.023103574454784344,1.653828729758916e-05
all,0.14,bernoulli-active,0.8791579626397884,0.0020780798009082026,2.9277518127918483,0.006506635290226194,0.983,0.004089954489689063,0.02367164492607112,2.2224181354258684e-05
all,0.14,bernoulli-uniform,0.7386969255864999,0.0013483558499758762,2.4599339848951525,0.003972453100979434,0.98,0.004429403980178328,0.02580265770852561,1.5059272182181901e-05
all,0.14,classical,0.30065191307300737,0.0005310735470593814,1.0,0.0,0.965,0.005814534272734904,0.040442594438791224,2.2856455564465423e-05
all,0.14,cross-ppi,0.717462612545684,0.0013560139774903331,2.3889036870342726,0.003856289625376841,0.967,0.005651808820452346,0.026183324258257156,1.5166161517831616e-05
